execution_id,case_id,condition,agent,round,output_mentions,output_facts,empty,peer_weaken_targets,peer_strengthen_targets,peer_equivalent_targets,self_weaken_targets,self_strengthen_targets,peer_related_targets,peer_weaken_without_peer_equivalence_targets,conservative_target_facts
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,A,2,34,34,0,4,12,5,2,9,20,4,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,A,3,27,27,0,4,13,9,2,11,22,3,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,1,35,33,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,2,37,37,0,7,8,6,4,8,16,5,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,3,39,39,0,8,10,14,5,11,22,6,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,1,37,37,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,2,32,32,0,9,8,5,1,4,16,7,8
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,3,35,35,0,14,9,15,8,8,23,5,6
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,A,1,23,23,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,A,2,18,17,0,0,2,2,1,1,4,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,A,3,36,36,0,6,26,5,1,6,28,5,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,1,9,9,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,2,51,48,0,5,0,3,3,1,8,5,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,3,46,45,0,6,19,9,6,13,21,3,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,1,0,0,1,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,2,36,36,0,4,0,1,0,0,5,4,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,3,36,36,0,3,13,10,2,11,19,1,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,A,1,36,36,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,A,2,18,18,0,0,7,1,0,1,8,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,A,3,42,42,0,8,15,10,7,2,27,8,8
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,B,1,17,17,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,B,2,34,34,0,3,0,1,1,4,4,3,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,B,3,41,40,0,6,11,9,0,8,21,5,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,C,1,27,27,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,C,2,43,43,0,5,3,1,0,0,7,5,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-49,split-specialist-aligned,C,3,45,42,0,12,12,13,9,6,25,8,6
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,A,1,31,31,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,A,2,41,38,0,6,6,12,9,6,22,4,3
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,A,3,31,30,0,9,9,14,9,9,23,4,1
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,B,1,40,39,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,B,2,61,60,0,9,12,7,8,6,25,9,7
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,B,3,38,36,0,17,20,23,6,9,34,5,4
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,C,1,40,39,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,C,2,31,30,0,6,8,5,6,8,16,6,5
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-55,full-generic,C,3,39,39,0,9,20,12,9,20,31,6,1
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,A,1,44,43,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,A,2,32,31,0,7,8,6,6,3,18,5,3
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,A,3,44,40,0,20,9,20,24,9,32,10,6
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,B,1,32,29,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,B,2,34,31,0,5,20,12,4,8,28,2,1
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,B,3,41,36,0,18,13,14,14,7,28,10,5
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,C,1,48,46,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,C,2,44,41,0,14,8,14,6,5,24,8,7
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-55,full-specialist,C,3,37,35,0,15,14,19,5,15,32,7,6
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,A,1,26,23,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,A,2,29,29,0,3,1,0,1,5,4,3,3
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,A,3,28,26,0,8,8,8,3,7,19,6,4
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,B,1,33,33,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,B,2,35,34,0,1,2,1,0,5,4,1,1
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,B,3,31,29,0,12,7,10,6,9,17,5,4
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,C,1,7,7,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,C,2,36,35,0,3,10,6,0,0,15,2,2
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-55,split-generic,C,3,30,28,0,11,13,16,6,4,25,4,4
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,A,1,40,40,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,A,2,23,23,0,2,0,2,5,9,3,1,2
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,A,3,36,34,0,8,7,7,2,8,14,4,4
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,B,1,38,38,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,B,2,37,34,0,0,3,0,4,6,3,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,B,3,49,48,0,13,7,10,10,8,21,8,7
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,C,1,0,0,1,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,C,2,20,20,0,4,4,3,0,0,8,2,3
idrbench-generation-idr-gen-level_1-55-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-55,split-specialist-aligned,C,3,36,33,0,18,8,12,8,1,23,9,7
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,A,1,47,44,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,A,2,36,33,0,3,7,8,2,15,15,3,3
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,A,3,29,29,0,8,8,10,7,7,17,4,3
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,B,1,39,36,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,B,2,26,24,0,6,9,8,2,7,17,3,2
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,B,3,32,32,0,18,16,15,8,8,29,9,13
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,C,1,30,28,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,C,2,35,34,0,5,15,8,3,1,22,3,4
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-8,full-generic,C,3,47,44,0,17,18,17,14,8,35,10,6
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,A,1,29,28,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,A,2,36,36,0,7,8,8,3,4,18,5,1
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,A,3,38,38,0,13,17,15,4,4,32,7,7
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,B,1,32,30,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,B,2,50,49,0,4,12,9,3,8,20,1,1
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,B,3,37,36,0,6,19,13,7,11,28,4,4
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,C,1,32,32,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,C,2,35,34,0,8,2,6,1,4,14,6,5
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-8,full-specialist,C,3,24,23,0,4,10,10,4,4,15,1,1
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,A,1,26,26,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,A,2,32,30,0,0,2,0,0,3,2,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,A,3,49,46,0,17,17,18,10,6,38,12,12
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,B,1,27,27,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,B,2,37,37,0,1,3,2,0,0,6,1,1
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,B,3,30,29,0,13,7,10,6,3,21,7,4
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,C,1,19,19,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,C,2,35,34,0,2,4,1,0,1,7,2,2
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-8,split-generic,C,3,37,36,0,9,9,10,3,6,20,7,6
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,A,1,26,26,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,A,2,38,38,0,0,2,1,8,11,2,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,A,3,34,34,0,8,16,11,6,2,28,5,5
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,B,1,21,21,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,B,2,39,38,0,4,0,1,0,0,5,4,4
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,B,3,32,32,0,8,4,3,9,16,14,7,7
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,C,1,0,0,1,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,C,2,32,31,0,2,6,4,0,0,10,1,2
idrbench-generation-idr-gen-level_1-8-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-8,split-specialist-aligned,C,3,35,35,0,12,9,9,9,6,26,10,8
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,A,1,38,36,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,A,2,50,47,0,19,4,11,5,8,27,15,13
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,A,3,45,45,0,22,17,17,7,15,33,10,8
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,B,1,37,33,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,B,2,41,40,0,10,9,6,5,7,19,8,6
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,B,3,39,39,0,13,23,14,5,8,32,6,4
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,C,1,17,17,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,C,2,45,44,0,6,9,8,8,1,19,4,3
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-9,full-generic,C,3,47,47,0,14,21,13,12,5,32,9,6
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,A,1,27,25,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,A,2,43,41,0,8,17,8,1,4,26,7,6
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,A,3,47,45,0,20,21,19,14,14,37,9,7
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,B,1,29,28,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,B,2,41,39,0,8,16,11,9,7,26,5,6
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,B,3,36,34,0,22,13,15,15,6,31,14,14
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,C,1,34,31,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,C,2,32,30,0,9,4,11,6,13,18,5,5
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-9,full-specialist,C,3,14,13,0,9,8,6,5,4,13,4,2
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,A,1,12,10,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,A,2,57,49,0,6,2,3,1,0,10,5,6
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,A,3,63,55,0,22,16,16,15,11,35,13,10
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,B,1,30,29,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,B,2,38,37,0,3,0,1,4,5,4,3,2
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,B,3,50,44,0,17,7,19,5,11,28,6,5
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,C,1,0,0,1,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,C,2,48,48,0,1,6,3,0,0,10,1,1
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-9,split-generic,C,3,46,45,0,9,11,11,11,1,22,4,5
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,A,1,47,46,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,A,2,38,38,0,4,1,2,4,8,5,3,1
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,A,3,36,35,0,7,6,4,9,17,12,5,5
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,B,1,10,9,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,B,2,32,31,0,2,0,3,0,3,3,0,2
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,B,3,37,34,0,20,14,13,3,5,30,17,12
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,C,1,6,6,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,C,2,39,38,0,2,8,12,0,0,18,2,2
idrbench-generation-idr-gen-level_1-9-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-9,split-specialist-aligned,C,3,40,39,0,5,11,9,13,5,19,3,1
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,A,1,54,48,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,A,2,63,61,0,9,14,12,8,5,29,7,6
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,A,3,50,46,0,18,23,18,6,21,36,11,13
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,B,1,58,55,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,B,2,56,54,0,13,17,15,9,9,34,10,7
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,B,3,45,41,0,17,17,18,13,7,32,7,5
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,C,1,38,37,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,C,2,34,33,0,4,13,11,2,10,21,2,2
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-92,full-generic,C,3,56,56,0,26,17,23,16,9,43,12,17
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,A,1,61,55,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,A,2,69,65,0,11,24,18,10,14,39,6,4
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,A,3,49,45,0,19,17,20,6,22,39,13,10
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,B,1,49,45,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,B,2,46,43,0,9,15,10,4,9,24,6,5
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,B,3,60,56,0,22,21,31,6,9,48,12,11
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,C,1,42,39,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,C,2,55,52,0,7,16,10,1,9,26,5,4
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-92,full-specialist,C,3,50,47,0,19,29,19,11,21,42,11,9
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,A,1,36,36,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,A,2,43,41,0,4,1,7,3,1,10,2,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,A,3,49,46,0,18,13,17,8,13,34,11,9
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,B,1,40,37,0,0,0,0,0,0,0,0,0
