execution_id,case_id,condition,source_topic,target_topic,kind,n
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,B,weaken,12
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,X,weaken,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,B,equivalent,14
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,X,strengthen,12
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,G,G,equivalent,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,G,G,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,B,weaken,4
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,B,strengthen,6
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,B,equivalent,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,C,C,strengthen,14
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,C,X,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,G,U,equivalent,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,C,B,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,C,X,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,C,strengthen,4
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,X,equivalent,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,B,X,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,C,weaken,3
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,X,G,weaken,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-14,split-generic,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,C,equivalent,11
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,C,strengthen,16
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,G,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,G,equivalent,4
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,B,equivalent,9
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,X,equivalent,7
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,C,weaken,18
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,X,strengthen,6
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,B,weaken,9
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,B,strengthen,11
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,C,strengthen,4
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,X,strengthen,3
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,B,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,U,equivalent,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,C,weaken,4
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,U,U,strengthen,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,X,weaken,3
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,B,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,B,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,C,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,C,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,C,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,C,equivalent,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,U,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,U,G,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,G,equivalent,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,G,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,B,X,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,U,U,weaken,3
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,U,strengthen,7
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,G,G,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,X,U,strengthen,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,U,G,equivalent,2
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,C,U,weaken,1
idrbench-generation-idr-gen-level_1-14-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-14,split-specialist-aligned,U,X,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,C,equivalent,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,C,strengthen,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,B,B,equivalent,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,B,B,strengthen,9
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,X,strengthen,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,C,weaken,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,G,equivalent,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,G,weaken,9
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,B,B,weaken,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,B,weaken,4
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,X,weaken,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,X,strengthen,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,C,weaken,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,X,strengthen,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,G,strengthen,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,G,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,G,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,C,X,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,X,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,G,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,X,G,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,B,G,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,G,C,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-2,full-generic,B,X,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,B,B,equivalent,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,C,strengthen,13
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,C,equivalent,8
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,X,weaken,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,X,equivalent,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,X,strengthen,17
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,B,B,strengthen,10
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,C,weaken,11
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,G,G,equivalent,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,X,strengthen,10
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,B,C,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,B,B,weaken,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,C,weaken,4
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,C,strengthen,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,X,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,G,G,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,B,X,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,G,C,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,G,B,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,C,G,weaken,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,G,G,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-2,full-specialist,X,G,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,B,B,equivalent,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,C,C,equivalent,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,C,X,strengthen,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,B,B,weaken,10
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,B,B,strengthen,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,C,C,weaken,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,C,weaken,4
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,C,C,strengthen,4
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,X,strengthen,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,B,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,G,G,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,B,C,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,X,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,C,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,G,G,weaken,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,C,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,X,G,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,U,C,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,G,G,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-2,split-generic,G,C,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,B,equivalent,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,B,strengthen,10
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,G,G,weaken,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,G,weaken,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,C,C,weaken,11
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,B,weaken,7
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,C,C,equivalent,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,X,strengthen,5
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,C,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,U,U,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,C,X,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,X,B,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,X,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,X,X,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,X,B,strengthen,3
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,G,strengthen,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,G,G,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,X,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,G,G,strengthen,6
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,C,C,strengthen,4
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,B,X,equivalent,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,C,G,weaken,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,G,B,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,G,U,weaken,2
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,U,U,strengthen,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,U,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,X,equivalent,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,B,equivalent,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,C,C,equivalent,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,X,strengthen,20
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,C,C,strengthen,5
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,B,weaken,13
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,B,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,G,strengthen,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,B,strengthen,17
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,G,equivalent,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,X,weaken,10
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,B,strengthen,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,X,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,X,strengthen,5
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,B,weaken,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,B,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,C,weaken,7
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,C,X,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,C,C,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,X,B,equivalent,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,B,X,weaken,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,C,X,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,B,strengthen,20
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,B,equivalent,12
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,B,weaken,38
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,X,weaken,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,C,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,X,equivalent,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,C,equivalent,8
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,X,strengthen,7
