execution_id,case_id,condition,fact,first_round,starters,source_equivalent,source_related,opportunities,exact_fanout,weak_fanout,strong_fanout,equivalence_fanout,typed_fanout,exact_dead,equivalence_dead,typed_dead
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e0fc7f9a96271501,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e115e2e7e1fb3318,2,B,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e460112a40ba50ac,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e4a3dad7e0fb0903,2,C,0,0,2,1,0,0,1,1,0,0,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e5273c7ec491c127,3,B,0,1,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_e994ed5070564d09,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_ede51f9332c84b88,2,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_ef63f909f71c3c81,2,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_f03a8f8964e6d599,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_f33ded6e30577c91,2,C,0,1,2,1,0,0,1,1,0,0,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_f443ef6b824ea8d3,1,B,0,1,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_f608151a4619443c,1,AB,0,0,1,0,0,0,1,1,1,0,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_f6b4b40ff1f249fc,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_faefc9700b5040d8,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_fd3a27f5502caefb,2,C,0,0,2,0,2,0,1,2,1,0,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_fe88ad385e653151,1,A,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_fe8c37528d3c9b36,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-2-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-2,split-specialist-aligned,f_ff728760da08ddb6,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_074bba98379f7093,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0b7d8d272c4dc821,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0c43ec03b794fe21,1,A,0,0,2,2,1,0,2,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0c66fc5b8ed353d7,2,C,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0cbe0f4d8a82022a,1,A,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0cc4f99dd686ef6f,2,B,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_0f063a453bc49cad,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_10dff66042d96fa0,2,C,0,0,2,0,1,1,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_13a08f7cba92460c,1,B,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_14cd993669db3b9d,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_1b1f6cf6d424458c,1,A,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_1e62575c90a8dc3f,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_20d9629d9b4ef76e,2,B,0,0,2,1,0,1,1,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_22c88289fdf9b5e8,2,B,0,0,2,0,1,1,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_23669b3e6bd37625,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_24a5893d4bbd48a1,1,B,0,0,2,1,0,0,1,1,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_2573f5cdbe6f2a50,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_27531034bbb8abca,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_2798f4482dc140b8,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_28d03f7cc7981082,1,A,0,0,2,0,1,1,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_2d33fed388a627a9,2,C,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_3329117b14eb5712,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_35865650a0a22d74,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_3c58592e8b270bdf,1,C,0,1,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_3cf43e8426ad7e9e,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_3ed6680f4578821c,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_3ffb5984a808fa12,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_42d339d36dde3847,2,C,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_433103c68490e46d,2,B,0,0,2,1,0,1,1,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_4722246623f39466,1,A,0,1,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_487cec5eaabe6099,3,ABC,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_494a53b5d24db7f7,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_4b3a74bf3663aaba,2,B,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_4d4796064b656a9a,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_4ef5db50df6c7525,2,B,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_5037d9b58fcff27a,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_58303f83b9640218,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_5d89527400837e9f,2,A,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_5ec62db74b1dad59,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_5f7ee0afa4d540fc,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_60cbe4c08ef3afba,1,A,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_66811ada6573b292,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_670fdc81c4fe1df2,1,A,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_695ee17f9a407799,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6a43a02cbc885ccc,1,A,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6a80c1e8146ddb1e,2,C,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6a8c4d675414de23,1,C,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6afd887bfe35ffb4,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6c9010aa858cc1db,2,A,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6c92f75cbc2965da,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_6e8dcda4c10370fa,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_78c5d5a12c0baf34,1,BC,0,1,1,1,0,1,1,1,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_7942079520ba29d9,1,B,0,0,2,2,0,2,2,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_7a14ebc99115a239,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_7b5d937a2c728ff5,1,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_7c91e0ff592203b7,1,ABC,0,1,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_7d5d4779a8b7ed04,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_802acfea3a473391,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8097c0fe35ac1b14,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8098544118f8c850,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_86faecafe4c27318,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8cf0754f7afedc9b,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8e6b0360488167d5,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8ea985888a683d46,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_8fe487772f02662b,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_904233cbea1304d5,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_90abf534e62d8ba4,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_925d50d8a99a9972,1,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_92f6c769dcd5aa04,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_93d67a13b5937dce,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_94d3d1ef7bcceabf,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_98f4ac388f6bff8b,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_99217e8c6af52512,1,A,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_9983d058885c06c2,2,A,0,0,2,0,1,1,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_99a5107570336a95,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_9b13834afb5dc0b0,1,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_9bbd22bab7778bbd,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_9d42705c1d966a5a,2,B,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_9ddcd04329aff2e4,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a552ca4568d558a4,2,A,0,1,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a69764962a0dc94e,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a741a7e2568aec86,2,C,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a89b77b2ca66c097,1,A,0,0,2,1,1,1,2,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a8e814165127b1ed,1,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_a9f72b59cb106738,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_aaf72ab125db72eb,1,A,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_acfe4cf7b326cbc3,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_ae3178f3becbf057,2,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_aebc75f3ae99622c,2,A,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_af8f3afc0070715e,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_b0f791635cc72567,1,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_b1e2436314be4df6,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_b3a03bd70ce43142,2,C,0,1,2,0,1,0,1,2,1,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_b9c538c676c0549a,1,B,0,0,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_ba1146b74aa44b24,2,C,0,0,2,0,1,0,1,1,1,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_bd327dd77f4c450d,2,B,0,0,2,0,0,1,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_bdb253c10342f831,1,A,0,0,2,2,1,0,2,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_bf8f080dcf31cd90,1,A,0,1,2,2,0,1,2,2,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c26f3189dadce604,2,C,0,1,2,0,2,0,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c3d8016a3dbae288,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c6c16f68238a4bee,1,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c70ebccfcdd73506,2,A,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c71fe16c7892184d,1,B,1,1,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c7b89ad2ac6b38b2,2,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c7e37ad705072ce3,1,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c7ed0108f3523bc5,1,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_c9488dd9a93a282c,3,C,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d0fbad7c594b77dd,3,A,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d1ee59628c152ca0,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d31fb836d7f513b9,1,B,0,0,2,0,0,2,0,2,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d3565b857dad14d8,2,B,0,0,2,0,0,0,1,1,1,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d35cb739c20d5d78,1,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d5224f8535089c07,2,B,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d703a424a0612da6,2,C,0,1,2,1,0,0,1,1,0,0,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_d8e1f40ebcf1254f,2,A,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_deedbd9262d8a9cf,2,C,0,0,2,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_e3d371d3b678fc7f,1,A,0,0,2,0,1,0,0,1,1,1,0
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_e4cba7de88484e34,3,B,0,0,0,0,0,0,0,0,1,1,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-24,full-generic,f_e55181a327d9def7,1,ABC,1,1,0,0,0,0,0,0,1,1,1
